file,channel,AUC,Resilience_Index,Transitions
sub-VP01_task-pain_nirs.snirf,S14_D12 850,0.014393966302975056,699.8076923076923,25.0
sub-VP01_task-pain_nirs.snirf,S14_D13 850,0.043596459367430104,1833.0,9.0
sub-VP01_task-pain_nirs.snirf,S14_D22 850,0.48189618420653696,76.94300518134715,192.0
sub-VP01_task-pain_nirs.snirf,S15_D1 850,0.07328006246814975,94.24852071005917,168.0
sub-VP01_task-pain_nirs.snirf,S15_D12 850,0.04944569214236272,344.98039215686276,50.0
sub-VP01_task-pain_nirs.snirf,S16_D10 850,0.004694148701091437,177.8556701030928,96.0
sub-VP01_task-pain_nirs.snirf,S16_D11 850,0.05937267863222835,110.11409395973155,148.0
sub-VP01_task-pain_nirs.snirf,S16_D14 850,0.019777219957218754,3052.5,5.0
sub-VP01_task-pain_nirs.snirf,S16_D15 850,-0.03272990020867861,394.5111111111111,44.0
sub-VP01_task-pain_nirs.snirf,S16_D23 850,-0.19890672922614727,47.62825278810409,268.0
sub-VP02_task-pain_nirs.snirf,S1_D1 760,0.09496622452969755,308.01851851851853,53.0
sub-VP02_task-pain_nirs.snirf,S1_D2 760,0.061753458453664395,848.5,19.0
sub-VP02_task-pain_nirs.snirf,S1_D12 760,0.010449156348854533,4279.25,3.0
sub-VP02_task-pain_nirs.snirf,S2_D1 760,0.03842140435707286,4277.5,3.0
sub-VP02_task-pain_nirs.snirf,S2_D3 760,0.07023567399140951,292.17857142857144,55.0
sub-VP02_task-pain_nirs.snirf,S3_D1 760,0.007916085170392646,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S3_D3 760,0.06095649689606658,218.06756756756758,73.0
sub-VP02_task-pain_nirs.snirf,S3_D4 760,0.04960235081738083,648.5,25.0
sub-VP02_task-pain_nirs.snirf,S3_D16 760,0.045568420300461876,54.49545454545454,219.0
sub-VP02_task-pain_nirs.snirf,S4_D2 760,0.03641358690446289,1422.6666666666667,11.0
sub-VP02_task-pain_nirs.snirf,S4_D4 760,0.007806947188848485,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S4_D5 760,0.0940630898330189,310.47169811320754,52.0
sub-VP02_task-pain_nirs.snirf,S4_D14 760,0.00021100589008488666,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S4_D17 760,0.0020392272723214547,252.0909090909091,65.0
sub-VP02_task-pain_nirs.snirf,S5_D4 760,0.02493608063364017,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S5_D6 760,0.04215421883999222,843.65,19.0
sub-VP02_task-pain_nirs.snirf,S5_D7 760,0.003918939480449865,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S5_D18 760,-0.07877642878353625,47.88755020080321,248.0
sub-VP02_task-pain_nirs.snirf,S6_D5 760,0.15662718459339442,208.46753246753246,76.0
sub-VP02_task-pain_nirs.snirf,S6_D7 760,0.05389867414402164,574.2758620689655,28.0
sub-VP02_task-pain_nirs.snirf,S6_D8 760,0.007677188670096373,4282.0,3.0
sub-VP02_task-pain_nirs.snirf,S7_D6 760,0.13877426332073262,378.5,43.0
sub-VP02_task-pain_nirs.snirf,S7_D7 760,0.03891095417300756,2837.6666666666665,5.0
sub-VP02_task-pain_nirs.snirf,S8_D7 760,0.13828762187878516,277.23728813559325,58.0
sub-VP02_task-pain_nirs.snirf,S8_D8 760,0.14713179864417358,311.8301886792453,52.0
sub-VP02_task-pain_nirs.snirf,S9_D8 760,0.03807928311237221,364.1333333333333,44.0
sub-VP02_task-pain_nirs.snirf,S9_D9 760,0.010773474061492426,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S9_D10 760,0.011836045276424012,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S9_D19 760,0.14334521647307208,53.99047619047619,209.0
sub-VP02_task-pain_nirs.snirf,S10_D5 760,0.019680923824775647,4279.25,3.0
sub-VP02_task-pain_nirs.snirf,S10_D8 760,0.0767772276858612,235.9855072463768,68.0
sub-VP02_task-pain_nirs.snirf,S10_D10 760,0.0008874573751496656,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S10_D14 760,-0.012940818701795788,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S10_D20 760,-0.029900942484099798,169.7127659574468,93.0
sub-VP02_task-pain_nirs.snirf,S11_D9 760,0.007600888971953592,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S11_D10 760,0.016103527544593106,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S11_D15 760,0.10096776786981118,284.6551724137931,57.0
sub-VP02_task-pain_nirs.snirf,S12_D2 760,0.004114402530324606,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S12_D11 760,-0.00410175243089238,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S12_D12 760,0.039603151003327564,158.73469387755102,97.0
sub-VP02_task-pain_nirs.snirf,S12_D14 760,-0.01168622968012992,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S12_D21 760,-0.016862658581572584,82.27011494252874,173.0
sub-VP02_task-pain_nirs.snirf,S13_D11 760,0.01964327298125931,4282.5,3.0
sub-VP02_task-pain_nirs.snirf,S13_D13 760,0.011064462494157786,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S13_D15 760,0.0951965783357299,225.66197183098592,70.0
sub-VP02_task-pain_nirs.snirf,S14_D11 760,0.021030559969256252,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S14_D12 760,0.034110204945972125,847.6,19.0
sub-VP02_task-pain_nirs.snirf,S14_D13 760,0.01376153901560073,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S14_D22 760,-0.008081094719439158,85.01724137931035,173.0
sub-VP02_task-pain_nirs.snirf,S15_D1 760,0.06735615885335731,379.54545454545456,43.0
sub-VP02_task-pain_nirs.snirf,S15_D12 760,0.12934478891551027,112.33576642335767,136.0
sub-VP02_task-pain_nirs.snirf,S16_D10 760,0.012201936693809166,2845.1666666666665,5.0
sub-VP02_task-pain_nirs.snirf,S16_D11 760,0.010334742357161248,943.5555555555555,17.0
sub-VP02_task-pain_nirs.snirf,S16_D14 760,-0.0017051045157924264,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S16_D15 760,0.014701873573626081,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S16_D23 760,0.037224105317296585,75.20967741935483,185.0
sub-VP02_task-pain_nirs.snirf,S1_D1 850,0.10100333439541292,235.57142857142858,69.0
sub-VP02_task-pain_nirs.snirf,S1_D2 850,0.07530505148191696,235.0142857142857,69.0
sub-VP02_task-pain_nirs.snirf,S1_D12 850,0.010458151534211712,4282.0,3.0
sub-VP02_task-pain_nirs.snirf,S2_D1 850,0.044400512639164454,4278.0,3.0
sub-VP02_task-pain_nirs.snirf,S2_D3 850,0.08984785606685826,161.4387755102041,97.0
sub-VP02_task-pain_nirs.snirf,S3_D1 850,0.008848765005844118,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S3_D3 850,0.0847228650933776,149.62264150943398,105.0
sub-VP02_task-pain_nirs.snirf,S3_D4 850,0.059911742301090185,379.79545454545456,43.0
sub-VP02_task-pain_nirs.snirf,S3_D16 850,0.04443816515587337,68.03061224489795,195.0
sub-VP02_task-pain_nirs.snirf,S4_D2 850,0.054228203555334406,380.72727272727275,43.0
sub-VP02_task-pain_nirs.snirf,S4_D4 850,0.01086086985235507,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S4_D5 850,0.1590282674578423,97.21290322580646,154.0
sub-VP02_task-pain_nirs.snirf,S4_D14 850,0.0008686875554931375,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S4_D17 850,0.004197553677893054,469.1111111111111,35.0
sub-VP02_task-pain_nirs.snirf,S5_D4 850,0.036520169682346906,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S5_D6 850,0.05510727110768892,1057.875,15.0
sub-VP02_task-pain_nirs.snirf,S5_D7 850,0.00496188758413547,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S5_D18 850,-0.05446503383895848,61.44392523364486,213.0
sub-VP02_task-pain_nirs.snirf,S6_D5 850,0.16392808900896783,156.31683168316832,100.0
sub-VP02_task-pain_nirs.snirf,S6_D7 850,0.06099265187014974,537.1612903225806,30.0
sub-VP02_task-pain_nirs.snirf,S6_D8 850,0.011307041071091052,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S7_D6 850,0.18985318672941037,214.5,75.0
sub-VP02_task-pain_nirs.snirf,S7_D7 850,0.046510194419680836,4261.5,3.0
sub-VP02_task-pain_nirs.snirf,S8_D7 850,0.12287979016885209,193.09638554216866,82.0
sub-VP02_task-pain_nirs.snirf,S8_D8 850,0.11486354310828593,193.20481927710844,82.0
sub-VP02_task-pain_nirs.snirf,S9_D8 850,0.05220876519396419,223.91549295774647,70.0
sub-VP02_task-pain_nirs.snirf,S9_D9 850,0.03008131431627907,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S9_D10 850,0.02180115807069162,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S9_D19 850,0.1933539082476547,41.84016393442623,243.0
sub-VP02_task-pain_nirs.snirf,S10_D5 850,0.030482029999430026,2851.1666666666665,5.0
sub-VP02_task-pain_nirs.snirf,S10_D8 850,0.14196566636613495,99.94557823129252,146.0
sub-VP02_task-pain_nirs.snirf,S10_D10 850,0.0028970949026736123,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S10_D14 850,-0.013037092734084755,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S10_D20 850,-0.028023002841115474,247.86363636363637,65.0
sub-VP02_task-pain_nirs.snirf,S11_D9 850,0.015742615119038128,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S11_D10 850,0.028573878290049964,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S11_D15 850,0.16080286120394144,100.71428571428571,153.0
sub-VP02_task-pain_nirs.snirf,S12_D2 850,0.0074623274851878495,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S12_D11 850,-0.004857458694203695,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S12_D12 850,0.0577498962163671,126.04098360655738,121.0
sub-VP02_task-pain_nirs.snirf,S12_D14 850,-0.02981336806656301,1707.6,9.0
sub-VP02_task-pain_nirs.snirf,S12_D21 850,-0.013595529827677283,97.98026315789474,151.0
sub-VP02_task-pain_nirs.snirf,S13_D11 850,0.03202627062654133,4280.5,3.0
sub-VP02_task-pain_nirs.snirf,S13_D13 850,0.019212273770520844,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S13_D15 850,0.14182574221354294,74.39378238341969,192.0
sub-VP02_task-pain_nirs.snirf,S14_D11 850,0.03605929844675123,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S14_D12 850,0.06550698340232536,226.11111111111111,71.0
sub-VP02_task-pain_nirs.snirf,S14_D13 850,0.025424042493087412,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S14_D22 850,0.006480500167723141,70.635,199.0
sub-VP02_task-pain_nirs.snirf,S15_D1 850,0.08031772461873699,234.17142857142858,69.0
sub-VP02_task-pain_nirs.snirf,S15_D12 850,0.13748275838554053,74.5130890052356,190.0
sub-VP02_task-pain_nirs.snirf,S16_D10 850,0.026586970111524402,181.5888888888889,89.0
sub-VP02_task-pain_nirs.snirf,S16_D11 850,0.017871480722075075,491.6764705882353,33.0
sub-VP02_task-pain_nirs.snirf,S16_D14 850,-0.0028123109601657344,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S16_D15 850,0.02381819842065529,8567.5,1.0
sub-VP02_task-pain_nirs.snirf,S16_D23 850,0.03748933804595979,76.29891304347827,183.0
sub-VP03_task-pain_nirs.snirf,S1_D1 760,0.010906129582950006,2798.6666666666665,5.0
sub-VP03_task-pain_nirs.snirf,S1_D2 760,-0.004290227877433373,2091.25,7.0
sub-VP03_task-pain_nirs.snirf,S1_D12 760,0.13737767706299103,84.0828402366864,168.0
sub-VP03_task-pain_nirs.snirf,S2_D1 760,-0.057480360348191324,163.1263157894737,94.0
sub-VP03_task-pain_nirs.snirf,S2_D3 760,0.15795263254013317,290.6363636363636,54.0
sub-VP03_task-pain_nirs.snirf,S3_D1 760,-0.00106739177392637,4203.0,3.0
sub-VP03_task-pain_nirs.snirf,S3_D3 760,0.13427279664127784,97.30281690140845,141.0
sub-VP03_task-pain_nirs.snirf,S3_D4 760,0.012870304492308741,4187.75,3.0
sub-VP03_task-pain_nirs.snirf,S3_D16 760,0.12902410092889843,189.5,83.0
sub-VP03_task-pain_nirs.snirf,S4_D2 760,-0.07272430217747793,145.38679245283018,105.0
sub-VP03_task-pain_nirs.snirf,S4_D4 760,-0.031518028124739264,2795.0,5.0
sub-VP03_task-pain_nirs.snirf,S4_D5 760,-0.2186644926596182,219.69444444444446,71.0
sub-VP03_task-pain_nirs.snirf,S4_D14 760,-0.03470625459374843,3327.2,4.0
sub-VP03_task-pain_nirs.snirf,S4_D17 760,-0.20810973426674859,163.59574468085106,93.0
sub-VP03_task-pain_nirs.snirf,S5_D4 760,0.03729681389243949,2088.625,7.0
sub-VP03_task-pain_nirs.snirf,S5_D6 760,-0.13616580154553537,131.85087719298247,113.0
sub-VP03_task-pain_nirs.snirf,S5_D7 760,-0.03657646142163466,5530.666666666667,2.0
sub-VP03_task-pain_nirs.snirf,S5_D18 760,0.1304257475802355,101.08108108108108,147.0
sub-VP03_task-pain_nirs.snirf,S6_D5 760,-0.20211748800632304,354.0,45.0
sub-VP03_task-pain_nirs.snirf,S6_D7 760,-0.23911227313268707,689.8333333333334,23.0
sub-VP03_task-pain_nirs.snirf,S6_D8 760,-0.20695234533419626,2086.25,7.0
sub-VP03_task-pain_nirs.snirf,S7_D6 760,-0.21063820478016027,506.34375,31.0
sub-VP03_task-pain_nirs.snirf,S7_D7 760,-0.04886226288926093,203.97402597402598,76.0
sub-VP03_task-pain_nirs.snirf,S8_D7 760,0.005990717466310025,427.10526315789474,37.0
sub-VP03_task-pain_nirs.snirf,S8_D8 760,-0.1598812798012087,300.037037037037,53.0
sub-VP03_task-pain_nirs.snirf,S9_D8 760,-0.00015832162253597883,2782.5,5.0
sub-VP03_task-pain_nirs.snirf,S9_D9 760,-0.02399036020760041,3325.6,4.0
sub-VP03_task-pain_nirs.snirf,S9_D10 760,-0.1253455194147845,1390.75,11.0
sub-VP03_task-pain_nirs.snirf,S9_D19 760,1.1704350026652959,25.92526690391459,280.0
sub-VP03_task-pain_nirs.snirf,S10_D5 760,0.038572340000608496,2784.0,5.0
sub-VP03_task-pain_nirs.snirf,S10_D8 760,0.05098999496543,1185.9285714285713,13.0
sub-VP03_task-pain_nirs.snirf,S10_D10 760,-0.2554332359175874,1384.5833333333333,11.0
sub-VP03_task-pain_nirs.snirf,S10_D14 760,-0.03489311202630722,3329.8,4.0
sub-VP03_task-pain_nirs.snirf,S10_D20 760,-1.2613565287903794,39.56785714285714,279.0
sub-VP03_task-pain_nirs.snirf,S11_D9 760,-0.10118444463022992,3334.4,4.0
sub-VP03_task-pain_nirs.snirf,S11_D10 760,0.038838961201112604,2791.0,5.0
sub-VP03_task-pain_nirs.snirf,S11_D15 760,-0.29048452689956106,104.8972602739726,145.0
sub-VP03_task-pain_nirs.snirf,S12_D2 760,0.0348999448236309,479.79411764705884,33.0
sub-VP03_task-pain_nirs.snirf,S12_D11 760,-0.05259390614990254,5528.333333333333,2.0
sub-VP03_task-pain_nirs.snirf,S12_D12 760,0.07329134773058833,481.4117647058824,33.0
sub-VP03_task-pain_nirs.snirf,S12_D14 760,-0.30961858454797486,663.68,24.0
sub-VP03_task-pain_nirs.snirf,S12_D21 760,0.25564790204568516,151.19417475728156,102.0
sub-VP03_task-pain_nirs.snirf,S13_D11 760,0.18308772569349935,259.11290322580646,61.0
sub-VP03_task-pain_nirs.snirf,S13_D13 760,0.06727445219800263,629.1538461538462,25.0
sub-VP03_task-pain_nirs.snirf,S13_D15 760,-0.1085941026945861,593.3928571428571,27.0
sub-VP03_task-pain_nirs.snirf,S14_D11 760,-0.027782218691482667,4187.0,3.0
sub-VP03_task-pain_nirs.snirf,S14_D12 760,-0.02955426333545922,978.0588235294117,16.0
sub-VP03_task-pain_nirs.snirf,S14_D13 760,-0.016362255722287895,5527.0,2.0
sub-VP03_task-pain_nirs.snirf,S14_D22 760,1.0615416125745902,31.15358361774744,292.0
sub-VP03_task-pain_nirs.snirf,S15_D1 760,-0.10488535621120805,406.95,39.0
sub-VP03_task-pain_nirs.snirf,S15_D12 760,0.3001676745625781,79.8443113772455,166.0
sub-VP03_task-pain_nirs.snirf,S16_D10 760,-0.2087561653374821,324.04,49.0
sub-VP03_task-pain_nirs.snirf,S16_D11 760,-0.029734739168065554,3334.8,4.0
sub-VP03_task-pain_nirs.snirf,S16_D14 760,-0.17791209129068494,1842.4444444444443,8.0
sub-VP03_task-pain_nirs.snirf,S16_D15 760,-0.012527459469507365,2777.5,5.0
sub-VP03_task-pain_nirs.snirf,S16_D23 760,0.2528783194308901,62.71495327102804,213.0
sub-VP03_task-pain_nirs.snirf,S1_D1 850,-0.005613989596466702,4199.75,3.0
sub-VP03_task-pain_nirs.snirf,S1_D2 850,-0.02238520873118345,2092.5,7.0
sub-VP03_task-pain_nirs.snirf,S1_D12 850,0.09861144549391897,102.85034013605443,146.0
sub-VP03_task-pain_nirs.snirf,S2_D1 850,-0.11098045466750397,117.74045801526718,130.0
sub-VP03_task-pain_nirs.snirf,S2_D3 850,0.10263783882961622,209.18421052631578,75.0
sub-VP03_task-pain_nirs.snirf,S3_D1 850,-0.00827287032625535,4204.5,3.0
sub-VP03_task-pain_nirs.snirf,S3_D3 850,0.1557884099183955,84.53703703703704,161.0
sub-VP03_task-pain_nirs.snirf,S3_D4 850,0.0066962723137179315,4187.5,3.0
sub-VP03_task-pain_nirs.snirf,S3_D16 850,0.0785254024742784,485.2647058823529,33.0
